Id,OwnerUserId,CreationDate,ParentId,Score,Body
5604,590.0,2008-08-08T03:00:36Z,5600,0,I too have always heard having an auto-incrementing int is good for performance even if you don't actually use it.
5607,581.0,2008-08-08T03:04:29Z,5600,31,"When dealing with indexes, you have to determine what your table is going to be used for.  If you are primarily inserting 1000 rows a second and not doing any querying, then a clustered index is a hit to performance.  If you are doing 1000 queries a second, then not having an index will lead to very bad performance.  The best thing to do when trying to tune queries/indexes is to use the Query Plan Analyzer and SQL Profiler in SQL Server.  This will show you where you are running into costly table scans or other performance blockers. As for the GUID vs ID argument, you can find people online that swear by both.  I have always been taught to use GUIDs unless I have a really good reason not to.  Jeff has a good post that talks about the reasons for using GUIDs: http://www.codinghorror.com/blog/archives/000817.html . As with most anything development related, if you are looking to improve performance there is not one, single right answer.  It really depends on what you are trying to accomplish and how you are implementing the solution.  The only true answer is to test, test, and test again against performance metrics to ensure that you are meeting your goals. [Edit]
@Matt, after doing some more research on the GUID/ID debate I came across this post.  Like I mentioned before, there is not a true right or wrong answer.  It depends on your specific implementation needs.  But these are some pretty valid reasons to use GUIDs as the primary key: For example, there is an issue known as a ""hotspot"", where certain pages of data in a table are under relatively high currency contention. Basically, what happens is most of the traffic on a table (and hence page-level locks) occurs on a small area of the table, towards the end. New records will always go to this hotspot, because IDENTITY is a sequential number generator. These inserts are troublesome because they require Exlusive page lock on the page they are added to (the hotspot). This effectively serializes all inserts to a table thanks to the page locking mechanism. NewID() on the other hand does not suffer from hotspots. Values generated using the NewID() function are only sequential for short bursts of inserts (where the function is being called very quickly, such as during a multi-row insert), which causes the inserted rows to spread randomly throughout the table's data pages instead of all at the end - thus eliminating a hotspot from inserts. Also, because the inserts are randomly distributed, the chance of page splits is greatly reduced. While a page split here and there isnt too bad, the effects do add up quickly. With IDENTITY, page Fill Factor is pretty useless as a tuning mechanism and might as well be set to 100% - rows will never be inserted in any page but the last one. With NewID(), you can actually make use of Fill Factor as a performance-enabling tool. You can set Fill Factor to a level that approximates estimated volume growth between index rebuilds, and then schedule the rebuilds during off-peak hours using dbcc reindex. This effectively delays the performance hits of page splits until off-peak times. If you even think you might need to enable replication for the table in question - then you might as well make the PK a uniqueidentifier and flag the guid field as ROWGUIDCOL. Replication will require a uniquely valued guid field with this attribute, and it will add one if none exists. If a suitable field exists, then it will just use the one thats there. Yet another huge benefit for using GUIDs for PKs is the fact that the value is indeed guaranteed unique - not just among all values generated by this server, but all values generated by all computers - whether it be your db server, web server, app server, or client machine. Pretty much every modern language has the capability of generating a valid guid now - in .NET you can use System.Guid.NewGuid. This is VERY handy when dealing with cached master-detail datasets in particular. You dont have to employ crazy temporary keying schemes just to relate your records together before they are committed. You just fetch a perfectly valid new Guid from the operating system for each new record's permanent key value at the time the record is created. http://forums.asp.net/t/264350.aspx"
5608,116.0,2008-08-08T03:04:55Z,5600,7,"The primary key serves three purposes: indicates that the column(s) should be unique indicates that the column(s) should be non-null document the intent that this is the unique identifier of the row The first two can be specified in lots of ways, as you have already done. The third reason is good: for humans, so they can easily see your intent for the computer, so a program that might compare or otherwise process your table can query the database for the table's primary key. A primary key doesn't have to be an auto-incrementing number field, so I would say that it's a good idea to specify your guid column as the primary key."
5699,653.0,2008-08-08T05:21:07Z,5690,6,What type is selectedYear? A DateTime? If so then you might need to convert to a string.
5733,188.0,2008-08-08T06:25:50Z,5600,1,"A Primary Key needn't be an autoincrementing field, in many cases this just means you are complicating your table structure. Instead, a Primary Key should be the minimum collection of attributes (note that most DBMS will allow a composite primary key) that uniquely identifies a tuple. In technical terms, it should be the field that every other field in the tuple is fully functionally dependent upon.  (If it isn't you might need to normalise). In practice, performance issues may mean that you merge tables, and use an incrementing field, but I seem to recall something about premature optimisation being evil..."
5883,34.0,2008-08-08T13:06:16Z,5880,2,"it tends to take an inexperienced team longer to build 3-tier.It's more code, so more bugs. I'm just playing the devil's advocate though."
5885,475.0,2008-08-08T13:08:40Z,5880,7,"I guess a fairly big downside is that the extra volume of code that you have to write, manage and maintain for a small project may just be overkill. It's all down to what's appropriate for the size of the project, the expected life of the final project and the budget!  Sometimes, whilst doing things 'properly' is appealing, doing something a little more 'lightweight' can be the right commercial decision!"
5899,493.0,2008-08-08T13:18:38Z,5880,1,"I would be pushing hard for the N tiered approach even if it's a small project. If you use an ORM tool like codesmith + nettiers you will be able to quickly setup the projects and be developing code that solves your business problems quickly. It kills me when you start a new project and you spend days sitting around spinning wheels talking about how the ""architecture"" should be architected. You want to be spending time solving the business problem, not solving problems that other people have solved for you. Using an ORM (it doesn't really matter which one, just pick one and stick to it) to help you get initial traction will help keep you focussed on the goals of the project and not distract you trying to solve ""architecture"" issues. If, at the end of the day, the architect wants to go the one project approach, there is no reason you can't create an app_code folder with a BLL and DAL folder to seperate the code for now which will help you move to an N-Tiered solution later."
5956,372.0,2008-08-08T13:58:59Z,5880,0,"As with anything abstraction creates complexity, and so the complexity of doing N-tiered should be properly justified, e.g., does N-tiered actually benefit the system? There will be small systems that will work best with N-tiered, although a lot of them will not. Also, even if your system is small at the moment, you might want to add more features to it later -- not going N-tiered might consitute a sort of technical debt on your part, so you have to be careful."
6022,235.0,2008-08-08T14:53:12Z,4080,0,"I am looking for many answers to learn about new tools and consolidate this knowledge in a one question/thread, so I doubt there will be 1 true answer to this question. My answer to my own question is that we use: Findbugs to look for common errors bad/coding - run from maven, and also integrates easily into Eclipse Cobertura for our coverage reports - run from maven Hudson also has a task-scanner plugin that will display a count of your TODO and FIXMEs, as well as show where they are in the source files. All are integrated with Maven 1.x in our case and tied into Hudson, which runs our builds on check-in as well as extra things nightly and weekly. Hudson trend graphs our JUnit tests, coverage, findbugs, as well as open tasks. There is also a Hudson plugin that reports and graphs our compile warnings. We also have several performance tests with their own graphs of performance and memory use over time using the Hudson plots plugin as well."
6078,729.0,2008-08-08T15:34:28Z,3400,0,"When it comes to full-text searching, for my money nothing beats Lucene .  There is a .Net port available that is compatible with indexes created with the Java version. There's a little work involved in that you have to create/maintain the indexes, but the search speed is fantastic and you can create all sorts of interesting queries.  Even indexing speed is pretty good - we just completely rebuild our indexes once a day and don't worry about updating them. As an example, this search functionality is powered by Lucene.Net."
6083,423.0,2008-08-08T15:42:21Z,6080,0,"OpenID seems to be a very good alternative to writing your own user management/authentication piece.  I'm seeing more and more sites using OpenID these days, so the barrier to entry for your users should be relatively low."
6084,676.0,2008-08-08T15:44:12Z,6080,4,"I like OpenID, but I'd still go with the email address, unless your user community is very technically savvy. It's still much easier for most people to understand and remember."
6088,302.0,2008-08-08T15:46:12Z,6080,41,"EMAIL ADDRESS Rational Users don't change emails very often Removes the step of asking for username and email address, which you'll need anyway Users don't often forget their email address (see number one) Email will be unique unless the user already registered for the site, in which case forward them to a forgot your password screen Almost everyone is using email as the primary login for access to a website, this means the rate of adoption shouldn't be affected by the fact that you're asking for an email address Update After registration, be sure to ask the user to create some kind of username, don't litter a public site with their email address! Also, another benefit of using an email address as a login: you won't need any other information (like password / password confirm), just send them a temp password through the mail, or forgo passwords altogether and send them a one-use URL to their email address every time they'd like to login (see: mugshot.org )"
6089,567.0,2008-08-08T15:46:36Z,6080,1,"I personally would say Email w/ Verification, OpenId is a great idea but I find that finding a provider that your already with is a pain, I only had an openId for here cause just 2 days before beta i decided to start a blog on blogspot. But everyone on the internet has en email address, especially when dealing with businesses, people aren't very opt to using there personal blog or whatnot for a business login."
6091,121.0,2008-08-08T15:48:06Z,6080,1,"I think that OpenID is definitely worth looking at.  Besides giving you a framework in which to provide a unified id for customers, it can also provide large businesses with the ability to manage their own logins and provide a common login across all products that they use, including your own.  This isn't that large of a benefit now when OpenId is still relatively rare, but as more products begin to use it, I suspect that the ability to use a common company OpenId login for each employee could become a good selling point. Since you're mostly catering to businesses, I don't think that it's all that unreasonable to offer to host the OpenId accounts yourself.  I just think that the extra flexibility will benefit your customers."
6093,722.0,2008-08-08T15:49:41Z,6080,7,"OpenID is very slick, and something you should seriously consider as it basically removes the requirement to save local usernames and passwords and worry about authentication. A lot of sites nowadays are using both OpenID and their own, giving users the option. If you do decide to roll your own, I'd recommend using the email address. Be careful, though, if you are creating something that groups users by an account (say, a company that has several users). In this case, the email address might be used more than once (if they do work for more than one company, for example), and you should allow that. HTH!"
6098,757.0,2008-08-08T15:54:51Z,6080,1,If most of your customers are mostly businesses then I think that using anything other than email creates problems for your customers. Most people are comfortable with email address login and since they are a business customer will likely want to use their work email rather than a personal account. OpenID creates a situation where there is a third party involved and many businesses don't like a third party involved.
6119,619.0,2008-08-08T16:40:43Z,6110,1,"I've had to do this before. The only real way to do it is to manually match up the various locations. Use your database's console interface and grouping select statements. First, add your ""Company Name"" field. Then: SELECT count(*) AS repcount, ""Location Name"" FROM mytable WHERE ""Company Name"" IS NULL GROUP BY ""Location Name"" ORDER BY repcount DESC LIMIT 5; Figure out what company the location at the top of the list belongs to and then update your company name field with an UPDATE ... WHERE ""Location Name"" = ""The Location"" statement. P.S. - You should really break your company names and location names out into separate tables and refer to them by their primary keys. Update: - Wow - no duplicates? How many records do you have?"
6120,302.0,2008-08-08T16:41:29Z,6110,0,"Please update the question, do you have a list of CompanyNames available to you? I ask because you maybe able to use Levenshtein algo to find a relationship between your list of CompanyNames and LocationNames. Update There is not a list of Company Names, I will have to generate the company name from the most descriptive or best Location Name that represents the multiple locations. Okay... try this: Build a list of candidate CompanyNames by finding LocationNames made up of mostly or all alphabetic characters. You can use regular expressions for this. Store this list in a separate table. Sort that list alphabetically and (manually) determine which entries should be CompanyNames. Compare each CompanyName to each LocationName and come up with a match score (use Levenshtein or some other string matching algo). Store the result in a separate table. Set a threshold score such that any MatchScore < Threshold will not be considered a match for a given CompanyName. Manually vet through the LocationNames by CompanyName | LocationName | MatchScore, and figure out which ones actually match. Ordering by MatchScore should make the process less painful. The whole purpose of the above actions is to automate parts and limit the scope of your problem. It's far from perfect, but will hopefully save you the trouble of going through 18K records by hand."
6124,758.0,2008-08-08T16:44:48Z,6110,0,"I was going to recommend some complicated token matching algorithm but it's really tricky to get right and if you're data does not have a lot of correlation (typos, etc) then it's not going to give very good results. I would recommend you submit a job to the Amazon Mechanical Turk and let a human sort it out."
6129,726.0,2008-08-08T16:47:35Z,6110,0,"Ideally, you'd probably want a separate table named Company and then a company_id column in this ""Location"" table that is a foreign key to the Company table's primary key, likely called id. That would avoid a fair bit of text duplication in this table (over 18,000 rows, an integer foreign key would save quite a bit of space over a varchar column). But you're still faced with a method for loading that Company table and then properly associating it with the rows in Location. There's no general solution, but you could do something along these lines: Create the Company table, with an id column that auto-increments (depends on your RDBMS). Find all of the unique company names and insert them into Company. Add a column, company_id, to Location that accepts NULLs (for now) and that is a foreign key of the Company.id column. For each row in Location, determine the corresponding company, and UPDATE that row's company_id column with that company's id. This is likely the most challenging step. If your data is like what you show in the example, you'll likely have to take many runs at this with various string matching approaches. Once all rows in Location have a company_id value, then you can ALTER the Company table to add a NOT NULL constraint to the company_id column (assuming that every location must have a company, which seems reasonable). If you can make a copy of your Location table, you can gradually build up a series of SQL statements to populate the company_id foreign key. If you make a mistake, you can just start over and rerun the script up to the point of failure."
6144,267.0,2008-08-08T16:56:13Z,6130,33,"The file in the .svn directory that keeps track of what you have checked out, when, what revision, and from where, has gotten corrupted somehow, for that particular file. This is no more dangerous or critical than the normal odd file problem, and can be because of various problems, like a subversion program dying mid-change, power-disruption, etc. Unless it happens more I wouldn't make much out of it. It can be fixed by doing what you did, make a copy of your work-files, check out a fresh copy, and add the modified files back in. Note that this might cause problems if you have a busy project where you would normally have to merge in changes. For instance, you and a collegue both check out a fresh copy, and start working on the same file. At some point, your collegue checks in his modifications. When you attempt to do the same, you get the checksum problem you have. If you now make copies of your changed files, do a fresh checkout, then subversion will lose track of how your changes should be merged back in. If you didn't get the problem in this case, when you got around to checkin in your modifications, you would need to update your working copy first, and possibly handle a conflict with your file. However, if you do a fresh checkout, complete with your collegues changes, it now looks like you removed his changes and substituted with your own. No conflicts, and no indications from subversion that something is amiss."
6212,194.0,2008-08-08T18:07:03Z,6210,0,"Are you just talking about the interface and storage, or the implementation of sending the emails as well? Yes, a SQL table with FROM, TO, Subject, Body should work for storage and, heck, a textbox or even maybe a RichText box should work for editing. Or is this a web interface? For actually sending it, check out the System.Web.Mail namespace, it's pretty self explanatory and easy to use :)"
6213,312.0,2008-08-08T18:09:55Z,6210,2,"From a high level, yes.  :D  The main thing is some place to store the templates.  A database is a great option unless you're not already using one, then file systems work fine. WSIWIG editors (such as fckeditor) work well and give you some good options regarding the features that you allow. Some sort of token replacement system is also a good idea if you need it.  For example, if someone puts %FIRSTNAME% in the email template, the code that generates the email can do some simple pattern matching to replace known tokens with other known values that may be dynamic based on user or other circumstances."
6228,380.0,2008-08-08T18:25:17Z,6210,1,"I am thinking that if these are automated notifications, then this means they are probably going out as a result of some type of event in your software. If this is a web based app, and you are going to have a number of these being sent out, then consider implementing an email queue rather than sending out an email on every event. A component can query the queue periodically and send out any pending items."
6349,341.0,2008-08-08T20:18:25Z,6340,7,"You defined the primary key twice. Try: CREATE TABLE SHIPPING_GRID(  
    id INT NOT NULL AUTO_INCREMENT PRIMARY KEY COMMENT 'Unique ID for each row',  
    shipping_vendor_no INT(6) NOT NULL COMMENT 'Foreign key to VENDOR.no for the shipping vendor (vendors_type must be 3)',  
    start_vendor_no INT(6) NOT NULL COMMENT 'Foreign key to VENDOR.no for the vendor being shipped from',  
    end_vendor_no INT(6) NOT NULL COMMENT 'Foreign key to the VENDOR.no for the vendor being shipped to',  
    shipment_duration INT(1) DEFAULT 1 COMMENT 'Duration in whole days shipment will take',  
    price FLOAT(5,5) NOT NULL COMMENT 'Price in US dollars per shipment lbs (down to 5 decimal places)',  
    is_flat_rate TINYINT(1) DEFAULT 0 COMMENT '1 if is flat rate regardless of weight, 0 if price is by lbs',  
    INDEX (shipping_vendor_no),  
    INDEX (start_vendor_no),  
    INDEX (end_vendor_no),  
    FOREIGN KEY (shipping_vendor_no) REFERENCES VENDOR (no),  
    FOREIGN KEY (start_vendor_no) REFERENCES VENDOR (no),  
    FOREIGN KEY (end_vendor_no) REFERENCES VENDOR (no)  
) TYPE = INNODB; The VENDOR primary key must be INT(6), and both tables must be of type InnoDB."
6350,431.0,2008-08-08T20:18:58Z,6340,0,"I ran the code here, and the error message showed (and it is right!) that you are setting id field twice as primary key."
6364,58.0,2008-08-08T20:44:23Z,6340,0,"Can you provide the definition of the
  VENDOR table I figured it out. The VENDOR table was MyISAM... (edited your answer to tell me to make them both INNODB ;) ) (any reason not to just switch the VENDOR type over to INNODB?)"
6428,726.0,2008-08-08T22:07:02Z,6110,0,"Yes, that step 4 from my previous post is a doozy. No matter what, you're probably going to have to do some of this by hand, but you may be able to automate the bulk of it. For the example locations you gave, a query like the following would set the appropriate company_id value: UPDATE  Location SET     Company_ID = 1 WHERE   (LOWER(Location_Name) LIKE '%to_n shop%' OR      LOWER(Location_Name) LIKE '%tts%') AND     Company_ID IS NULL; I believe that would match your examples (I added the IS NULL part to not overwrite previously set Company_ID values), but of course in 18,000 rows you're going to have to be pretty inventive to handle the various combinations. Something else that might help would be to use the names in Company to generate queries like the one above. You could do something like the following (in MySQL): SELECT  CONCAT('UPDATE Location SET Company_ID = ', Company_ID, ' WHERE LOWER(Location_Name) LIKE ', LOWER(REPLACE(Company_Name), ' ', '%'), ' AND Company_ID IS NULL;') FROM    Company; Then just run the statements that it produces. That could do a lot of the grunge work for you."
6435,303.0,2008-08-08T22:20:28Z,6430,4,"foreach(var row in DataGrid1.Rows)
{
  DoStuff(row);
}
//Or ---------------------------------------------   
foreach(DataGridRow row in DataGrid1.Rows)
{
  DoStuff(row);
}
//Or ---------------------------------------------
for(int i = 0; i< DataGrid1.Rows.Count - 1; i++)
{
  DoStuff(DataGrid1.Rows[i]);
}"
6445,91.0,2008-08-08T22:35:06Z,6440,20,"That's one of the sad reasons i'm still targeting .net 2.0 whenever possible :/ But people don't neccessarily need the full 200 MB Package. There is a 3 MB Bootstrapper which will only download the required components: .net 3.5 SP1 Bootstrapper However, the worst case scenario is still a pretty hefty download. Also, see this article for a more detailed explanation on the size and an alternative workaround to the size problem. Addition: Since answering this question, Scott Hanselman created SmallestDotNet.com , which will determine the smallest required download. Doesn't change the worst case scenario, but is still useful to know."
6451,541.0,2008-08-08T22:58:45Z,6440,5,"Have you looked at the .NET Framework Client Profile? It is much smaller than the full redistributable package and is optimized for delivering just the functionality needed for smart clients. Here is a nice overview. I don't know if this will keep the download under two minutes or not, but it should get you quite a bit closer."
6452,243.0,2008-08-08T22:59:48Z,6440,1,"Also, it is worth including (in some fashion) the Service Pack downloads as well. In fact, depending on how your executables are built, you might be forced to install the Framework and the Service Packs."
6453,489.0,2008-08-08T23:00:49Z,6440,12,"Once .NET Framework 3.5 SP1 comes out (should be fairly soon) there will be a second option of frameworks, namely the ""Client Profile"", which is a cut-down framework that only weighs in about about 30Mb from memory. It doesn't include all of the namespaces and classes of the full framework, but should be enough for most common apps in theory. It can be upgraded to the full framework if necessary (eg. if an update to your software introduces a new dependency) More more information, see here: BCL Team blog"
6509,137.0,2008-08-09T01:12:37Z,6130,5,"I occasionally get similar things, usually with files that nobody has been near in weeks. Generally, if you know you haven't been working in the directory in question, you can just delete the directory with the problem and run svn update to recreate it. If you have live changes in the directory then as lassevk and you yourself suggested, a more careful approach is required. Generally speaking I would say it's a good idea not to leave edited files uncommitted, and keep the working copy tidy - don't add a whole bunch of extra files into the working copy that you aren't going to use. Commit regularly, and then if the working copy goes tits up, you can just delete the whole thing and start over without worrying about what you might or might not be losing, and without the pain of trying to figure out what files to save."
6534,106.0,2008-08-09T02:10:12Z,6530,6,App_Data folder on the root of the project. It isn't served to web requests; so other people can't snoop for it.
6541,234.0,2008-08-09T02:17:38Z,6430,0,"Is there anything about WinForms 3.0 that is so much better than in 1.1 I don't know about 3.0, but you can write code in VS 2008 which runs on the .NET 2.0 framework. (So, you get to use the latest C# language, but you can only use the 2.0 libraries) This gets you Generics ( List<DataRow> instead of those GodAwful ArrayLists) and a ton of other stuff, you'll literally end up writing 3x less code."
6651,825.0,2008-08-09T06:14:12Z,4670,4,"There's a nice comparison between git, hg and bzr in this InfoQ article .  They all have their strengths and weaknesses.  You'll have to think about your project and your workflows and choose the best fit.  The good news is that they're all fairly good."
6702,383.0,2008-08-09T08:47:31Z,6530,1,"I would suggest putting the log file onto a seperate disk, though should give you a little performance gain so that your not trying to both read and write to the same disk as the website. If you cannot put the log file on a seperate disk, then I would simply choose a folder of your choice. In any case, you will have to give the ""Network Service"" account ""Modify"" permissions to the desired folder. If on the other hand, you have access to a databse, then log the information there. It will be much quicker than accessing the hard drive and won't be publically available. You'll also be able to report from the data quite easily."
6755,146270.0,2008-08-09T13:03:16Z,6440,1,"For the record, .Net Framework 3.5 SP1 is required for Microsoft SQL Server 2008 to install and RTM'd around the same time as the release this week. Still a hefty install but you can extract the client profile from it. Just not to sure how."
6935,419.0,2008-08-09T22:32:07Z,6890,2,"If I'm reading this properly, you're starting work items on bunch of threads but you're concerned that the threads are completing out of order, and, would prefer to wait until each thread completes in the order they were started ? If this is the case then I'm not sure why you're creating a thread per work item. Maybe you could expand? If you did need to wait for a thread to complete the you could just do: t.Join();"
7101,878.0,2008-08-10T08:37:28Z,6890,5,"How much order do you need to impose on the threads? If you just need all of the work started in the loop to finish before the code continues, but you don't care about the order the work within the loop finishes, then calling Join is the answer. To add more detail to Kevin Kenny's answer, you should call Join outside the loop. This means you will need a collection to hold references to the threads you started: // Start all of the threads.
List<Thread> startedThreads = new List<Thread>();
foreach (...) {
  Thread thread = new Thread(new ThreadStart(MyMethod));
  thread.Start();
  startedThreads.Add(thread);
}

// Wait for all of the threads to finish.
foreach (Thread thread in startedThreads) {
  thread.Join();
} In contrast, if you called Join inside the loop, the result would basically be the same as not using threads at all. Each iteration of the loop body would create and start a thread but then immediately Join it and wait for it to finish. If the individual threads produce some result (write a message in a log, for example) then the messages may still appear out of order because there's no coordination between the threads. It is possible to get the threads to output their results in order by coordinating them with a Monitor."
7182,722.0,2008-08-10T12:47:25Z,7180,0,"JavaScript is probably the way to go if you want to avoid Flash. Check this: http://www.webreference.com/programming/javascript/java_anim/ It won't work for embedded video, though, so you're stuck with Flash for that (or Silverlight, or QuickTime )."
7188,224.0,2008-08-10T13:01:37Z,7180,3,Silverlight springs to mind as an obvious choice if you want to do animation using .NET on the web. It may not cover all platforms but will work in IE and FireFox and on the Mac.
7198,922.0,2008-08-10T14:01:31Z,7190,1,"I would have a look at Team City http://www.jetbrains.com/teamcity/index.html I know some people who are looking in to this and they say good things about it. My companies build process is done in FinalBuilder so I'm going to be looking at their server soon. CC is quite good in that you can have one CC server monitor another CC server so you could set up stuff like - when a build completes on your build server, your test server would wake up, boot up a virtual machine and deploy your application.  Stuff like that."
7202,33.0,2008-08-10T14:28:08Z,7180,2,"Have a look at the jQuery cross browser JavaScript library for animation (it is what is used on Stack Overflow). The reference for it can be found at http://visualjquery.com/1.1.2.html . Unfortunately without Flash, Silverlight or another plug-in cross system video support is limited."
7217,905.0,2008-08-10T15:24:23Z,260,4,"The main application that my division sells does something very similar to provide client customisations (which means that I can't post any source). We have a C# application that loads dynamic VB.NET scripts (although any .NET language could be easily supported - VB was chosen because the customisation team came from an ASP background). Using .NET's CodeDom we compile the scripts from the database, using the VB CodeDomProvider (annoyingly it defaults to .NET 2, if you want to support 3.5 features you need to pass a dictionary with ""CompilerVersion"" = ""v3.5"" to its constructor). Use the CodeDomProvider.CompileAssemblyFromSource method to compile it (you can pass settings to force it to compile in memory only. This would result in hundreds of assemblies in memory, but you could put all the dynamic classes' code together into a single assembly, and recompile the whole lot when any change. This has the advantage that you could add a flag to compile on disk with a PDB for when you're testing, allowing you to debug through the dynamic code."
7221,905.0,2008-08-10T15:34:37Z,7190,2,"We use CruiseControl with NUnit, NCover, FxCop, SVN and some custom tools we wrote ourselves to produce the reports. In my opinion it has proven (over the last few years) to be an excellent combination. It's frustrating that MS restricts all of its integration tools to VSTS.  Its test framework is as good as NUnit, but you can't use its code coverage tools or anything else. I'd check out XNuit - it's looking pretty promising (but currently lacking UI). We automate nightly builds, and you could automate UAT and manual test builds, but I'm not sure that we'd ever want to automate the release to our production servers. Even if it were any change would be important enough that someone would have to watch over it anyway."
7299,146270.0,2008-08-10T19:35:18Z,7190,0,Microsoft loosened it's constraint on the Testing Platform by including it in Visual Studio 2008 Professional and allowing for the tests to be run from the command line with Framework 3.5 installed. We did a crossover for a client recently and so far they have been able to run all the tests without the need for NUnit.
7302,146270.0,2008-08-10T19:38:34Z,7180,0,Silverlight is the answer and Moonlight will be the linux equivalent and available shortly. We have done some beta testing on moonlight and found it fairly stable at with most of the Silverlight work we do.
7343,233.0,2008-08-10T20:52:20Z,6530,0,"I'm not in a position to modify the permissions on folders (especially outside of the virtual directory home folder), and don't already have an App_Data folder, so am a bit hesitant to go with that. So for the moment I'm going with the CommonApplicationData Folder. On Vista/Server 2008 this is C:\ProgramData\ On XP/Server 2003 this is C:\Documents and Settings\All Users\Application Data\"
7345,872.0,2008-08-10T20:57:21Z,6530,0,"I'm not in a position to modify the permissions on folders (especially outside of the virtual directory home folder), and don't already have an App_Data folder, so am a bit hesitant to go with that. If you have a website, you clearly have a folder somewhere.  Can you not add a (non-web-facing) subfolder?  It seems like that would be a more appropriate place to put your logs than dumping them into a global, shared folder."
7464,,2008-08-11T01:11:07Z,7440,2,"We use Selenium Core, but are switching gradually to Selenium RC which is much nicer and easier to manage. We have written lots of custom code to make the tests run on our Continuous Integration servers, some of them in parallel suites to run faster. One thing you'll find is that Selenium seems to restart the browser for each test (you can set it not to do this, but we got memory problems when we did that). This can be slow in Firefox, but is not too bad in IE (one time I'm thankful for Bill Gates's OS integraion)."
7465,733.0,2008-08-11T01:12:54Z,7440,3,"We are using QuickTestPro.  So far it is effective, but the browser selection is limited.  The nicest part is the ability to record your browser's activity, and convert it into a scriptable set of steps.  There is also a nice .Net addin so if you have any validation code you need to do for the different stages of your test, you can write methods in an assembly and call them from your script."
7471,150.0,2008-08-11T01:33:20Z,7470,1,"My eventual (and hopefully temporary) solution to this problem was a Python CGI script.  My script follows for anyone who might find it useful (despite the fact that this is a total hack). #!/usr/bin/python
""""""A CGI script to produce an RSS feed of top-level Gallery2 albums.""""""

#import cgi
#import cgitb; cgitb.enable()
from time import gmtime, strftime
import MySQLdb

ALBUM_QUERY = '''
    select g_id, g_title, g_originationTimestamp
    from g_Item
    where g_canContainChildren = 1 
    order by g_originationTimestamp desc
    limit 0, 20
    '''

RSS_TEMPLATE = '''Content-Type: text/xml

<?xml version=""1.0""?>
<rss version=""2.0"">
  <channel>
    <title>TITLE</title>
    <link><http://example.com/gallery2/main.php></link>
    <description>DESCRIPTION</description>
    <ttl>1440</ttl>
%s
  </channel>
</rss>
'''

ITEM_TEMPLATE = '''
    <item>
      <title>%s</title>
      <link><http://example.com/gallery2/main.php?g2_itemId=%s></link>
      <description>%s</description>
      <pubDate>%s</pubDate>
    </item>
'''

def to_item(row):
    item_id = row[0]
    title = row[1]
    date = strftime(""%a, %d %b %Y %H:%M:%S GMT"", gmtime(row[2]))
    return ITEM_TEMPLATE % (title, item_id, title, date)

conn = MySQLdb.connect(host = ""HOST"",
                       user = ""USER"",
                       passwd = ""PASSWORD"",
                       db = ""DATABASE"")
curs = conn.cursor()
curs.execute(ALBUM_QUERY)
print RSS_TEMPLATE % ''.join([ to_item(row) for row in curs.fetchall() ])
curs.close()"
7478,206.0,2008-08-11T01:45:10Z,6530,0,"You could also log to the Windows Event log or to a table in a database.  How often are people looking at the event log?  If it's being examined on a regualr basis, writing to a table amkes the reporting back much easier as it's trivial to reverse the order and only show the last X events for the current time period.  The Windows Event log you can also query the Windows Event Log through PowerShell or with LogParser ."
7481,716.0,2008-08-11T02:01:00Z,7260,5,For windows this is a good introduction and guide Here are some good ssh-agents for systems other than linux. Windows - pageant OS X - SSHKeychain
7490,1975282.0,2008-08-11T02:52:41Z,7440,4,"Well, if you've designed your application properly, you won't have scads of logic inside the UI anyway. It makes much more sense to separate the actual work getting done into units separate from the UI, and then test those. If you do that, then the only code in the UI will be code that invokes the backend, so simply testing the backend is sufficient. I have used NUnit ASP in the past (at my job), and if you insist on unit testing your UI, I would strongly advise you to use ANYTHING but NUnit ASP. It's a pain to work with, and tests tend to be invalidated (needing to be revised) after even the most minor UI changes (even if the subjects of the tests don't actually change)."
7491,785.0,2008-08-11T02:59:12Z,6430,1,"object cell = myDataGrid[row, col];"
7500,122.0,2008-08-11T03:43:10Z,7440,3,"We have been using JSunit for a while to do unit tests... it may not be the same kinds of tests you are talking about, but it is great for ensuring your JavaScript works as you expect. You run it in the browser, and it can be set in an Ant build to be automatically run against a bunch of browsers on a bunch of platforms remotely (so you can ensure your code is cross-browser as well as ensure the logic is correct). I don't think it replaces Selenium, but it complements it well."
7570,234.0,2008-08-11T06:35:58Z,7540,7,"It's probably the awesome firefox3 fsync ""bug"" , which is a giant pile of fail. In summary Firefox3 saves its bookmarks and history in an SQLite database Every time you load a page it writes to this database several times SQLite cares deeply that you don't lose your bookmarks, so each time it writes, instructs the kernel to flush it's database file to disk and ensure that it's fully written Many variants of linux, when told to flush like that, flush EVERY FILE. This may take up to a minute or more if you have background tasks doing any kind of disk intensive stuff. The kernel makes firefox wait while this flush happens, which locks up the UI."
7576,952.0,2008-08-11T06:55:05Z,6210,0,Adam Haile writes: check out the System.Web.Mail namespace By which you mean System.Net.Mail in .Net 2.0 and above :)
7587,,2008-08-11T07:33:18Z,6210,0,How about using the new Workflow components in .Net 3.0 (and 3.5)? That is what we use in combination with templates in my current project. The templates have the basic format and the the tokens that are replaced with user information.
